OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
3,0,0,2,0,4,9,0,0,0,0.0,0.0,3,85.0,0.0,2.0,0.0,1,?,0,0.0
2,0,0,3,0,4,9,8,3,0,1.0,1.0,0,52.0,5.0,4.0,1.0,0,?,0,4.0
3,1,1,2,2,1,11,31,5,1,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,2,6,0,16,0,1,13.0,1.0,0,7.0,3.0,2.0,1.0,0,?,2,7.0
2,0,0,1,8,5,9,41,20,1,8.0,2.0,1,6.0,1.0,2.0,1.0,0,1.0,2,7.0
3,1,1,0,4,0,3,12,25,0,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,3,4,13,3,16,1,22.0,4.0,0,13.0,2.0,0.0,0.0,0,?,2,5.0
2,0,0,0,11,6,2,34,8,1,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,2,8.0
0,0,0,1,1,5,4,1,11,0,11.0,3.0,1,38.0,5.0,0.0,1.0,0,?,0,6.0
3,1,1,0,10,5,11,17,26,0,6.0,2.0,3,1.0,1.0,1.0,1.0,0,3.0,1,5.0
3,1,1,0,10,5,4,17,26,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,11,2,4,33,28,1,14.0,2.0,0,71.0,2.0,0.0,0.0,1,?,0,3.0
0,0,0,1,4,2,4,23,23,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,0,4,3,3,23,17,0,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,10.0
3,1,1,2,11,2,11,18,4,1,4.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,4.0
3,0,1,0,0,6,6,51,13,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,0,0,0,5,2,9,47,14,1,0.0,0.0,0,25.0,5.0,0.0,1.0,0,?,0,6.0
2,1,1,0,3,5,3,3,11,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,11.0
3,0,0,0,7,0,3,14,22,0,22.0,4.0,3,6.0,1.0,2.0,1.0,0,1.0,0,8.0
0,0,0,2,5,6,4,5,30,0,12.0,4.0,0,3.0,0.0,0.0,0.0,0,?,2,7.0
2,1,0,2,7,4,0,50,17,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,12.0
1,1,1,2,11,2,9,18,4,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
3,0,0,0,10,0,6,17,13,0,1.0,1.0,3,2.0,2.0,2.0,2.0,0,?,2,4.0
3,0,1,0,5,0,1,5,23,0,8.0,2.0,3,0.0,0.0,1.0,0.0,0,?,0,0.0
2,1,1,0,3,3,0,3,3,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,2.0,0,2.0
0,1,0,0,3,4,6,46,20,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,0,0,6,4,0,27,0,12.0,4.0,1,59.0,2.0,0.0,0.0,1,?,2,7.0
3,0,0,2,3,3,7,3,27,1,0.0,0.0,3,19.0,0.0,2.0,1.0,0,?,0,0.0
0,0,1,0,8,3,8,9,10,1,25.0,0.0,2,13.0,2.0,0.0,0.0,0,?,2,14.0
3,0,1,2,9,3,9,29,25,0,13.0,1.0,2,11.0,2.0,0.0,0.0,0,?,0,9.0
2,0,0,2,0,0,9,52,5,0,3.0,2.0,0,19.0,0.0,2.0,1.0,0,?,2,5.0
0,0,0,2,9,4,1,40,15,0,5.0,3.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,0,0,2,3,4,3,26,21,1,1.0,1.0,3,11.0,2.0,0.0,0.0,2,?,0,9.0
1,1,1,0,10,1,6,49,12,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,2,6,0,16,0,1,13.0,1.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
3,1,1,0,11,5,7,33,25,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,0,2,10,5,6,49,18,0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,0,3,1,0,26,19,1,11.0,3.0,3,1.0,1.0,1.0,1.0,0,1.0,2,7.0
2,1,0,2,11,6,6,37,13,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
1,0,1,0,4,5,12,4,3,1,13.0,1.0,3,3.0,0.0,2.0,1.0,0,?,0,9.0
0,0,0,2,10,3,6,49,8,0,0.0,0.0,3,11.0,2.0,0.0,0.0,0,?,0,10.0
1,0,0,0,3,6,4,3,12,1,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,0,2.0
3,0,0,3,2,6,1,16,15,1,11.0,3.0,1,2.0,2.0,2.0,2.0,0,?,0,6.0
1,1,1,1,4,6,6,10,8,0,15.0,5.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,2,4,5,4,10,9,0,1.0,1.0,0,13.0,2.0,0.0,0.0,0,?,0,10.0
0,0,0,3,0,1,4,8,22,1,11.0,3.0,0,92.0,5.0,1.0,1.0,0,?,0,0.0
3,0,0,0,10,0,0,49,9,0,4.0,2.0,3,31.0,0.0,2.0,0.0,1,2.0,2,5.0
2,0,1,2,0,3,9,8,19,0,17.0,3.0,0,27.0,0.0,0.0,0.0,0,?,2,?
2,0,0,0,11,4,4,33,6,1,14.0,2.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
0,0,0,1,1,0,9,21,21,0,14.0,2.0,2,11.0,2.0,0.0,0.0,0,?,0,9.0
0,0,0,2,4,6,6,10,21,0,0.0,0.0,2,2.0,2.0,2.0,1.0,0,?,0,7.0
3,1,0,0,1,3,8,44,13,0,3.0,2.0,2,1.0,1.0,1.0,1.0,2,1.0,0,2.0
2,0,0,0,0,6,2,8,9,0,10.0,0.0,0,25.0,5.0,0.0,1.0,0,?,2,5.0
0,0,0,0,8,1,3,43,17,1,19.0,5.0,0,13.0,2.0,0.0,0.0,2,?,0,1.0
2,0,0,0,6,6,0,28,2,1,1.0,1.0,1,0.0,0.0,1.0,0.0,0,?,0,10.0
3,1,1,0,7,2,13,14,13,1,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
0,0,0,1,4,3,4,19,18,0,0.0,0.0,0,25.0,5.0,0.0,1.0,2,?,5,0.0
1,0,0,0,10,3,9,17,14,0,30.0,5.0,0,13.0,2.0,0.0,0.0,0,?,2,5.0
2,0,0,2,3,3,0,46,20,1,11.0,3.0,0,25.0,5.0,4.0,1.0,0,?,3,0.0
3,0,1,1,8,4,9,43,14,1,3.0,2.0,2,?,?,?,?,0,?,0,4.0
3,0,1,2,7,4,3,32,6,0,10.0,0.0,3,2.0,2.0,2.0,1.0,0,?,2,5.0
0,0,0,0,11,1,9,15,9,1,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
2,0,0,0,11,3,7,34,11,1,38.0,5.0,0,25.0,5.0,0.0,1.0,0,?,0,0.0
2,1,0,2,0,0,12,0,3,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,1,8,1,6,43,29,1,1.0,1.0,1,2.0,2.0,0.0,0.0,1,?,0,4.0
2,1,0,2,8,3,7,30,3,1,28.0,4.0,1,1.0,1.0,1.0,1.0,2,?,4,4.0
2,0,0,0,6,0,4,48,10,0,0.0,0.0,1,6.0,1.0,2.0,1.0,0,?,0,0.0
2,1,0,0,10,0,11,17,13,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,1,8,1,0,12,18,1,1.0,1.0,1,38.0,5.0,0.0,1.0,2,?,2,?
3,0,0,1,8,6,8,45,7,1,23.0,0.0,0,91.0,5.0,2.0,2.0,0,?,2,5.0
2,0,0,2,10,3,6,38,5,0,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
3,0,0,0,8,5,3,43,26,1,21.0,0.0,1,37.0,0.0,2.0,2.0,1,?,0,4.0
3,1,0,0,8,3,6,41,25,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,5,2,4,5,25,1,40.0,5.0,0,33.0,5.0,2.0,0.0,0,?,0,4.0
0,0,0,1,1,5,1,1,11,0,14.0,2.0,3,2.0,2.0,2.0,2.0,0,?,0,4.0
0,0,0,2,9,5,9,40,26,0,22.0,4.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
2,1,1,2,9,5,4,11,16,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,10,3,11,38,5,0,10.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,2,4,4,8,4,0,0,13.0,1.0,0,60.0,0.0,1.0,1.0,0,?,0,3.0
3,1,1,0,0,5,9,51,15,0,9.0,0.0,3,1.0,1.0,1.0,1.0,0,2.0,3,?
2,0,0,2,6,5,0,42,13,0,11.0,3.0,0,0.0,0.0,2.0,1.0,0,?,2,5.0
3,1,1,0,3,5,8,46,29,1,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,1,1,2,9,4,9,11,3,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,3,2,3,6,22,4,1,0.0,0.0,1,4.0,0.0,2.0,0.0,1,1.0,2,?
0,0,0,2,6,5,8,48,9,0,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,0,4.0
0,1,0,2,11,6,10,34,9,1,12.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,7,4,11,32,6,0,11.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,0,9,3,8,11,1,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,0,0,2,4,3,1,10,19,0,22.0,4.0,1,85.0,0.0,2.0,1.0,1,?,0,0.0
2,0,0,1,1,0,4,21,21,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,?,0,0.0
2,0,0,2,10,1,5,39,1,1,8.0,2.0,0,27.0,0.0,0.0,0.0,0,?,2,?
3,0,0,2,3,6,4,3,19,1,3.0,2.0,3,8.0,2.0,2.0,0.0,1,?,0,9.0
3,1,1,0,10,2,11,49,19,1,6.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,0,2,0,6,45,18,1,17.0,3.0,3,?,?,?,?,0,?,5,2.0
2,0,0,3,2,3,0,22,4,1,0.0,0.0,0,11.0,2.0,0.0,0.0,0,?,0,3.0
2,0,0,2,7,1,3,50,20,1,8.0,2.0,1,25.0,5.0,0.0,1.0,0,?,2,?
3,1,1,0,4,5,0,12,5,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,0,10,2,8,38,24,1,11.0,3.0,1,50.0,5.0,0.0,1.0,0,?,0,9.0
0,0,0,0,5,2,0,5,25,1,15.0,5.0,0,2.0,2.0,2.0,1.0,0,?,0,0.0
2,1,0,2,9,4,9,40,15,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,3.0,1,2.0
3,1,1,2,5,6,7,20,19,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
1,0,1,0,4,3,0,4,22,0,20.0,2.0,2,35.0,5.0,0.0,0.0,0,?,2,1.0
3,0,0,0,11,5,1,37,14,1,5.0,3.0,3,6.0,1.0,2.0,1.0,0,1.0,2,5.0
2,0,0,0,4,6,4,10,9,0,10.0,0.0,1,29.0,5.0,0.0,1.0,0,?,0,0.0
2,1,0,1,4,1,9,10,27,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,0,1,0,2,3,0,22,27,1,1.0,1.0,1,2.0,2.0,0.0,1.0,2,?,2,4.0
3,0,1,0,6,4,7,36,1,0,33.0,2.0,3,2.0,2.0,2.0,2.0,0,?,0,0.0
3,0,0,1,1,5,7,21,18,0,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
0,0,0,0,10,0,8,49,9,0,12.0,4.0,1,26.0,3.0,1.0,2.0,0,?,0,0.0
0,0,0,0,4,5,8,23,15,0,28.0,4.0,0,13.0,2.0,0.0,0.0,1,?,5,2.0
2,1,1,2,8,4,8,30,27,1,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,3,5,4,3,12,1,11.0,3.0,0,25.0,5.0,0.0,1.0,2,?,5,15.0
3,1,1,0,0,2,7,8,11,1,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,0,0,1,1,2,1,21,10,1,8.0,2.0,2,42.0,2.0,0.0,1.0,1,?,0,7.0
0,1,0,1,1,4,2,21,9,0,27.0,5.0,0,1.0,1.0,1.0,1.0,0,?,1,5.0
0,0,0,2,2,2,8,31,20,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,10.0
2,0,1,2,7,4,4,50,17,0,8.0,2.0,1,16.0,2.0,0.0,0.0,2,?,2,?
3,1,1,2,6,0,11,48,8,0,6.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,?
3,0,0,0,4,6,4,12,20,0,28.0,4.0,0,19.0,0.0,2.0,1.0,2,2.0,0,3.0
3,1,0,2,0,2,6,52,6,1,25.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,7,5,11,14,0,0,5.0,3.0,0,11.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,1,4,2,8,4,26,1,36.0,5.0,0,0.0,0.0,0.0,0.0,2,?,0,0.0
3,0,0,3,0,6,10,0,4,1,11.0,3.0,3,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,2,9,1,1,11,22,1,19.0,5.0,1,33.0,5.0,2.0,0.0,0,?,0,7.0
2,1,0,2,1,4,3,44,4,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,0,5,2,1,28,10,1,1.0,1.0,1,13.0,2.0,0.0,0.0,0,?,2,14.0
2,0,1,2,11,6,0,34,9,1,8.0,2.0,1,81.0,2.0,2.0,1.0,1,?,5,4.0
3,0,1,0,9,6,4,11,16,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,2,?
3,0,1,0,9,0,9,11,3,0,11.0,3.0,3,38.0,5.0,0.0,1.0,0,?,0,11.0
2,1,0,3,2,0,8,22,1,1,22.0,4.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,0,9,4,0,13,10,0,26.0,0.0,1,33.0,5.0,2.0,0.0,0,?,2,?
3,0,0,0,6,5,9,36,3,0,14.0,2.0,2,30.0,1.0,2.0,1.0,1,1.0,2,15.0
2,1,0,0,0,0,6,51,14,0,14.0,2.0,1,1.0,1.0,1.0,1.0,0,2.0,1,4.0
2,1,1,3,2,3,11,16,29,1,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,1,0,2,9,5,13,40,26,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
1,0,1,0,5,4,1,20,27,0,13.0,1.0,3,2.0,2.0,2.0,2.0,0,?,2,5.0
0,0,0,0,3,4,4,3,27,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
2,0,0,0,2,6,9,2,24,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
2,0,1,2,9,1,4,40,17,1,8.0,2.0,0,6.0,1.0,2.0,1.0,1,1.0,0,0.0
1,0,1,2,10,6,0,17,22,0,14.0,2.0,2,?,?,?,?,0,?,2,4.0
3,1,0,0,11,4,7,37,17,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
2,1,0,0,9,4,6,13,10,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,4,3,1,12,24,1,4.0,2.0,0,24.0,5.0,1.0,0.0,0,?,2,?
2,0,0,1,8,1,2,12,18,1,11.0,3.0,0,27.0,0.0,2.0,0.0,1,1.0,3,9.0
1,1,1,0,4,4,4,10,19,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,0,4,5,4,10,8,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,2.0
2,0,0,0,1,3,4,21,9,0,0.0,0.0,0,3.0,0.0,2.0,1.0,0,?,0,3.0
0,0,0,2,4,0,6,4,3,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,3.0
2,0,0,2,8,6,7,41,17,1,8.0,2.0,0,11.0,2.0,0.0,0.0,0,?,0,0.0
2,1,0,0,1,2,4,27,5,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,2,0,0,9,52,5,0,0.0,0.0,0,84.0,3.0,1.0,1.0,0,?,2,1.0
3,1,0,2,11,6,3,49,2,1,17.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,2,7.0
3,1,0,0,10,4,6,17,15,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,0,0,2,2,6,3,22,10,1,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,1,1,2,3,2,6,3,3,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,0,1,5,11,1,12,0,13.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,0,8,4,9,43,15,1,5.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,1,2,1,3,11,19,7,0,10.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,0,10,5,6,21,7,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,0,0,2,0,6,0,8,21,0,3.0,2.0,1,45.0,0.0,0.0,1.0,0,?,0,0.0
2,0,0,0,3,1,9,3,1,1,13.0,1.0,1,2.0,2.0,2.0,2.0,1,?,3,0.0
3,0,0,2,9,0,7,29,20,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
0,0,0,2,10,1,1,17,30,1,0.0,0.0,1,2.0,2.0,2.0,1.0,0,?,2,7.0
2,1,0,2,7,4,0,50,17,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,5.0
0,0,0,2,0,2,3,52,6,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,2,3,6,0,46,30,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,0,8,3,6,41,25,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,3.0,2,8.0
3,1,1,2,9,3,2,40,14,1,18.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,3,0,6,0,2,18,0,1.0,1.0,1,61.0,0.0,1.0,1.0,0,?,0,6.0
2,1,1,0,3,0,4,15,7,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,2,7.0
3,1,0,1,1,1,9,44,30,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,7,1,0,50,20,1,1.0,1.0,0,3.0,1.0,2.0,1.0,0,?,0,17.0
1,0,0,2,0,4,6,51,14,0,19.0,5.0,0,21.0,5.0,1.0,0.0,0,?,2,7.0
2,1,0,2,3,6,4,3,19,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,1,0,1,6,4,44,1,1,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,7.0
3,0,0,0,9,5,7,11,27,0,8.0,2.0,2,34.0,2.0,2.0,0.0,1,?,2,7.0
0,0,0,0,5,6,4,7,6,0,13.0,1.0,0,38.0,5.0,0.0,1.0,0,?,2,?
3,1,1,2,6,1,11,36,4,1,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,2,9,4,8,40,15,0,0.0,0.0,3,24.0,5.0,2.0,1.0,0,1.0,2,4.0
0,0,0,0,5,3,8,28,8,0,5.0,3.0,2,11.0,2.0,0.0,0.0,0,?,0,9.0
3,0,0,2,5,5,8,20,12,0,11.0,3.0,0,49.0,2.0,0.0,0.0,1,?,3,5.0
3,0,0,0,10,2,8,49,19,1,26.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,2,5.0
0,0,0,0,8,5,2,43,26,1,5.0,3.0,1,27.0,0.0,0.0,1.0,0,?,0,10.0
3,0,0,2,5,2,7,28,8,1,5.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,9.0
3,0,0,2,10,6,0,17,22,0,8.0,2.0,1,57.0,2.0,0.0,0.0,1,?,0,10.0
1,1,1,0,7,4,4,32,28,0,20.0,2.0,2,1.0,1.0,1.0,1.0,2,1.0,2,8.0
3,0,1,2,0,1,4,2,18,1,8.0,2.0,3,85.0,0.0,2.0,1.0,1,?,0,4.0
3,1,1,0,11,2,11,15,21,1,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,0,0,0,5,6,1,7,6,0,14.0,2.0,1,25.0,2.0,2.0,2.0,0,?,3,4.0
2,1,0,0,4,4,12,10,19,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,1,0,8,5,9,45,7,1,0.0,0.0,0,3.0,0.0,0.0,0.0,0,?,2,7.0
3,1,1,2,6,3,11,36,1,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,0,1,6,8,1,19,0,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,0,9.0
3,1,0,0,11,5,9,34,10,1,28.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,11,1,0,34,16,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,1,5.0
2,0,0,1,4,1,1,23,20,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,3,4.0
0,0,0,2,7,6,1,50,15,0,8.0,2.0,2,6.0,1.0,2.0,1.0,0,1.0,0,4.0
3,1,1,2,11,5,7,18,3,1,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,0,0,2,10,5,4,39,11,0,8.0,2.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,1,0,2,8,1,4,43,30,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,2,9,2,4,29,24,1,3.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,1,0,2,7,6,1,35,8,0,5.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
3,1,1,0,10,4,11,38,5,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,1,2,1,5,8,44,1,0,1.0,1.0,2,6.0,1.0,2.0,1.0,0,1.0,2,?
3,1,0,2,4,3,3,10,19,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,2,0,2,0,8,12,1,26.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
1,0,0,0,11,2,1,15,21,1,28.0,4.0,3,6.0,1.0,2.0,1.0,0,1.0,2,?
3,0,0,2,8,1,3,43,30,1,22.0,4.0,1,25.0,2.0,0.0,0.0,1,?,0,4.0
3,1,0,0,1,4,4,19,7,0,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,1,1,1,5,3,44,4,0,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,7,3,7,35,16,0,11.0,3.0,0,35.0,5.0,0.0,1.0,0,?,0,2.0
3,1,1,1,1,6,9,1,12,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,9,4,3,40,14,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
0,1,0,0,4,2,9,23,29,1,12.0,4.0,0,1.0,1.0,1.0,1.0,0,3.0,1,11.0
0,0,0,1,1,5,8,1,11,0,1.0,1.0,0,36.0,2.0,0.0,1.0,2,?,0,0.0
1,0,0,2,10,4,0,49,9,0,15.0,5.0,0,42.0,2.0,0.0,0.0,1,?,2,1.0
2,0,0,1,4,3,0,23,29,0,8.0,2.0,1,25.0,5.0,0.0,1.0,0,?,5,9.0
2,1,0,3,0,1,0,8,22,1,30.0,5.0,1,1.0,1.0,1.0,1.0,2,?,2,2.0
2,1,0,0,3,1,4,3,1,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,1,0,9,5,1,13,9,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,0,0,0,3,1,8,46,24,1,6.0,2.0,1,13.0,2.0,0.0,0.0,0,?,0,4.0
2,0,1,0,9,2,6,40,17,1,1.0,1.0,1,5.0,0.0,2.0,1.0,0,?,2,7.0
2,0,0,0,11,1,4,34,27,1,8.0,2.0,0,50.0,5.0,0.0,1.0,0,?,0,0.0
4,0,0,2,1,0,6,44,22,0,16.0,4.0,1,55.0,5.0,2.0,1.0,2,?,2,4.0
0,0,0,0,6,1,8,36,26,1,1.0,1.0,0,22.0,2.0,0.0,1.0,1,?,0,9.0
2,1,0,3,2,0,11,31,24,1,12.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,1,0,5,2,1,20,0,1,8.0,2.0,1,79.0,2.0,0.0,0.0,1,?,0,3.0
3,0,0,0,11,5,1,37,14,1,3.0,2.0,2,6.0,1.0,2.0,1.0,0,1.0,0,0.0
0,0,0,2,9,6,3,26,28,0,13.0,1.0,1,37.0,5.0,1.0,1.0,1,?,2,1.0
0,0,0,0,11,1,3,15,9,1,11.0,3.0,1,0.0,0.0,1.0,0.0,0,?,2,?
0,0,0,0,8,4,0,30,3,1,0.0,0.0,0,5.0,0.0,1.0,0.0,0,?,0,0.0
2,1,0,3,2,3,9,22,4,1,21.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,0,0,1,9,0,26,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,0,0,3,2,6,8,45,8,1,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,3,5.0
3,1,1,0,6,2,7,52,18,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,1,2,10,0,4,49,21,0,4.0,2.0,1,5.0,0.0,2.0,1.0,0,?,0,3.0
3,0,1,0,7,1,4,35,3,1,3.0,2.0,3,13.0,2.0,0.0,0.0,0,?,2,5.0
2,1,1,2,4,6,0,4,16,0,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,11,6,4,33,20,1,13.0,1.0,0,25.0,5.0,4.0,1.0,0,?,0,0.0
3,1,1,2,10,3,4,49,8,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,1,0,0,9,1,8,13,11,1,38.0,5.0,0,1.0,1.0,1.0,1.0,0,?,2,4.0
3,1,1,2,9,0,0,40,13,0,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,2,10,1,4,39,1,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,1,0,0,8,0,7,9,9,1,22.0,4.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,2,8,3,2,9,8,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
